FactTable
1, B, X, p1, b, 40, -33, 1800, 24
582, B, X, p1, l, 10, 66, 500, 30
583, B, Y, p1, b, 41, -11, 700, 99
584, C, Y, p1, l, 50, 99, 2000, 60
585, C, X, p1, l, 2, 88, 1900, 108
586, C, Y, p2, l, 45, 22, 800, 12
587, B, Y, p2, l, 21, 55, 1700, 28
588, C, X, lri, b, 50, 88, 1800, 70
589, C, X, lri, b, 6, 55, 600, 98
590, B, X, p2, a, 45, -22, 1200, 60
591, A, X, p3, a, 5, -22, 1200, 108
592, C, Y, p3, a, 32, 66, 1300, 40
593, A, Y, p1, l, 5, -22, 300, 8
594, C, Y, p1, a, 31, 110, 300, 32
595, B, Y, p2, a, 48, 99, 300, 112
596, C, Y, p3, w, 49, -33, 1900, 45
597, A, X, p3, b, 1, 0, 1000, 28
598, C, Y, lri, b, 2, -11, 400, 70
599, A, X, p3, a, 23, 66, 1700, 96
600, C, X, p1, b, 44, -11, 800, 120
601, B, Y, p1, w, 48, 44, 100, 48
602, B, X, p2, b, 45, 22, 200, 19
603, C, Y, p1, b, 18, 0, 300, 14
604, C, X, psi, l, 43, -44, 1700, 105
605, A, X, p1, a, 19, -44, 1000, 72
606, C, Y, p3, a, 23, 44, 1500, 40
607, A, X, p2, w, 19, 88, 100, 108
608, B, X, psi, a, 11, 66, 1700, 30
609, A, X, p3, w, 46, 88, 200, 54
610, B, Y, psi, b, 48, -11, 1000, 84
611, B, Y, p2, a, 38, -11, 800, 160
612, C, Y, lri, l, 2, -44, 1600, 63
613, B, Y, p2, a, 29, 44, 500, 72
614, B, X, psi, w, 17, 55, 1800, 48
615, B, Y, psi, a, 43, 77, 800, 60
616, B, X, p2, a, 22, -22, 700, 36
617, B, Y, p2, w, 37, 22, 500, 90
618, A, Y, p3, b, 33, 77, 300, 36
619, A, Y, lri, b, 50, 44, 1700, 50
620, B, X, lri, l, 11, 99, 1300, 126
621, A, Y, lri, l, 3, -11, 1000, 28
622, A, X, lri, l, 20, 110, 400, 88
623, A, X, psi, b, 7, 77, 1400, 77
624, A, X, p2, b, 50, 110, 500, 96
625, A, Y, p1, l, 21, 55, 1500, 114
626, A, Y, p1, b, 24, -44, 1700, 32
627, A, Y, p3, b, 44, 66, 1900, 144
628, A, X, psi, b, 44, 11, 200, 65
629, A, Y, p3, b, 15, 22, 1100, 50
630, C, Y, p3, w, 29, -44, 1400, 160
631, C, X, p1, b, 34, 77, 100, 140
632, A, Y, lri, l, 3, -22, 300, 36
633, B, Y, psi, a, 29, -22, 1700, 12
634, B, X, p1, a, 47, -33, 600, 21
635, C, X, lri, a, 46, 66, 100, 152
636, B, Y, p1, b, 43, -55, 500, 16
637, A, Y, p2, l, 27, 22, 600, 171
638, B, X, psi, b, 32, -11, 1100, 75
639, C, Y, psi, b, 8, 33, 1900, 108
640, C, X, psi, a, 27, -33, 1400, 56
641, B, X, p1, a, 36, 77, 1600, 19
642, C, X, p2, l, 25, 88, 100, 38
643, B, X, psi, a, 25, 22, 1400, 90
644, C, X, lri, w, 38, 66, 300, 40
645, C, X, p2, a, 25, 22, 1400, 104
646, A, X, p2, w, 35, 77, 1200, 150
647, C, Y, p3, w, 39, 33, 200, 27
648, A, Y, p1, w, 16, 22, 700, 6
649, B, Y, psi, b, 30, -55, 800, 9
650, B, X, p1, b, 14, 66, 1600, 16
651, C, X, p2, b, 22, -44, 500, 13
652, B, Y, lri, a, 29, 0, 900, 57
653, B, X, psi, a, 23, 0, 800, 28
654, B, Y, psi, b, 34, -33, 1400, 36
655, A, Y, psi, w, 47, 110, 1900, 60
656, A, Y, p1, w, 33, 0, 500, 171
657, B, X, p3, b, 17, 66, 1200, 78
658, C, Y, p2, l, 35, 110, 200, 96
659, B, Y, p3, b, 15, 44, 1100, 14
660, C, X, p3, l, 44, 0, 1300, 32
661, B, X, psi, a, 13, -11, 800, 100
662, B, Y, p1, l, 47, -33, 1000, 120
663, A, Y, lri, a, 40, -22, 1600, 90
664, A, Y, p2, a, 20, 55, 1700, 110
665, B, X, p3, l, 48, 110, 200, 33
666, B, Y, p3, a, 47, -22, 100, 70
667, C, Y, p1, b, 9, -22, 1500, 24
668, C, Y, p1, b, 14, -33, 1500, 70
669, B, Y, p3, b, 6, -55, 300, 60
670, B, Y, psi, l, 36, 110, 1700, 60
671, C, Y, p2, l, 9, 22, 1100, 108
672, A, X, lri, l, 49, -55, 300, 72
673, A, X, p2, b, 50, 33, 2000, 26
674, C, X, p2, a, 5, -22, 1000, 100
675, C, X, p1, a, 28, 99, 2000, 20
676, B, Y, p1, a, 37, -44, 1800, 57
677, B, Y, p3, l, 28, 77, 1000, 42
678, C, X, lri, a, 35, 22, 1600, 39
679, B, Y, psi, a, 49, 66, 1700, 68
680, A, X, p2, w, 6, -33, 1700, 63
681, A, X, psi, w, 9, -44, 200, 48
682, B, Y, lri, w, 19, 99, 2000, 42
683, A, X, p2, w, 21, 44, 1000, 42
684, A, X, p2, b, 42, 88, 800, 48
685, A, Y, p1, b, 11, 99, 600, 11
686, A, Y, p1, a, 34, 44, 400, 120
687, A, X, lri, l, 33, 88, 1600, 72
688, C, Y, p1, w, 9, 99, 700, 12
689, B, Y, p3, a, 2, 44, 700, 42
690, B, Y, psi, b, 49, 55, 400, 40
691, C, Y, lri, w, 40, 0, 300, 14
692, A, X, p3, b, 45, 88, 200, 60
693, C, X, p1, a, 47, -55, 400, 72
694, A, Y, p2, a, 17, 44, 1600, 95
695, B, X, p2, a, 29, 110, 1400, 152
696, B, Y, p1, a, 2, 99, 400, 75
697, C, X, psi, b, 20, 0, 700, 54
698, B, Y, lri, a, 27, 0, 600, 100
699, A, X, p3, a, 33, 0, 1600, 14
700, C, Y, psi, b, 10, -11, 100, 96
701, A, Y, lri, l, 38, -33, 100, 15
702, C, Y, psi, a, 30, 88, 1900, 126
703, A, X, p1, b, 13, 77, 800, 126
704, A, Y, p1, a, 44, 55, 200, 28
705, A, Y, p1, b, 40, 77, 1300, 14
706, A, Y, p1, b, 16, 110, 500, 91
707, B, X, p3, b, 19, -11, 100, 17
708, A, X, p1, a, 17, -11, 1900, 51
709, A, Y, p2, w, 26, 99, 1700, 10
710, C, X, p2, l, 16, 66, 600, 120
711, C, X, p1, a, 8, 66, 100, 90
712, A, Y, p2, b, 5, 33, 500, 96
713, A, Y, lri, b, 23, 88, 1000, 12
714, C, X, psi, w, 32, 11, 100, 54
715, B, Y, p1, b, 1, 88, 400, 99
716, B, Y, p2, l, 49, 110, 1700, 64
717, A, X, psi, b, 10, 33, 1900, 32
718, B, X, psi, w, 41, -44, 1900, 48
719, C, Y, p1, l, 19, 0, 900, 45
720, C, Y, p2, b, 11, 77, 700, 160
721, B, Y, p2, b, 36, 99, 1700, 114
722, B, X, lri, b, 50, -55, 400, 50
723, C, Y, p2, a, 9, 110, 1600, 20
724, B, X, p3, w, 18, 55, 1400, 100
725, A, X, lri, b, 40, 77, 1500, 152
726, C, X, psi, l, 25, 55, 500, 112
727, A, X, lri, w, 41, -22, 1100, 76
728, A, Y, p1, w, 23, 22, 500, 32
729, C, Y, p1, b, 49, -22, 400, 112
730, A, Y, p1, b, 18, -55, 1700, 140
731, A, X, lri, a, 24, -22, 800, 45
732, B, Y, lri, a, 43, -44, 1500, 10
733, A, X, p3, w, 1, 22, 1900, 65
734, B, Y, p2, w, 9, 88, 1900, 126
735, B, X, lri, l, 48, 22, 1200, 48
736, C, X, lri, l, 50, 11, 1900, 88
737, B, X, p3, w, 32, -55, 600, 170
738, C, Y, lri, w, 15, 77, 1200, 19
739, C, X, p3, w, 49, 110, 2000, 35
740, C, X, p3, b, 13, -11, 500, 11
741, B, X, p1, w, 24, 44, 900, 28
742, C, Y, p1, w, 40, 77, 1400, 72
743, C, Y, p3, l, 19, 11, 1500, 22
744, A, Y, psi, w, 50, -22, 600, 36
745, A, Y, lri, b, 46, -22, 2000, 98
746, A, Y, p3, b, 34, 77, 600, 14
747, C, X, p2, a, 46, -33, 1100, 64
748, B, Y, psi, a, 4, -44, 1000, 104
749, C, Y, p3, w, 27, 44, 1100, 152
750, A, X, p2, a, 11, 77, 400, 120
751, C, X, lri, a, 45, 77, 300, 64
752, A, Y, p1, w, 27, 110, 2000, 112
753, C, X, p1, b, 1, 22, 1400, 180
754, A, X, lri, b, 40, 55, 1100, 108
755, C, Y, p3, a, 5, -33, 1800, 38
756, C, Y, p2, b, 30, -55, 1800, 48
757, A, X, p1, w, 23, 66, 400, 170
758, B, X, lri, l, 45, 22, 900, 21
759, A, X, p3, l, 18, -11, 900, 70
760, C, Y, p2, l, 9, 33, 900, 24
761, A, Y, psi, a, 6, 11, 1100, 56
762, C, X, psi, a, 31, 66, 200, 54
763, C, Y, p3, b, 40, -11, 1600, 52
764, B, X, p3, a, 17, 22, 1100, 150
765, C, X, p3, b, 35, 88, 1700, 9
766, C, Y, p2, l, 48, 0, 1700, 135
767, C, X, p1, l, 38, 99, 700, 16
768, C, Y, lri, l, 35, -22, 1100, 72
769, B, Y, p1, b, 1, -11, 1000, 45
770, A, Y, p3, l, 9, 99, 1400, 153
771, B, X, lri, a, 31, 55, 1600, 55
772, C, Y, lri, w, 47, 77, 1100, 99
773, C, Y, psi, l, 10, 77, 1200, 78
774, A, Y, psi, a, 41, -11, 200, 57
775, C, X, lri, b, 6, -22, 100, 95
776, A, X, psi, a, 8, 77, 1000, 77
777, B, X, p3, w, 44, 88, 1900, 54
778, C, Y, p2, l, 49, 22, 600, 117
779, B, Y, lri, a, 41, -11, 1600, 28
780, B, Y, p1, a, 19, 55, 800, 162
781, B, Y, p1, b, 12, -22, 900, 110
782, C, X, psi, b, 46, -11, 900, 34
783, B, X, lri, w, 42, 99, 1600, 80
784, A, X, psi, w, 21, 55, 1700, 170
785, C, Y, p3, a, 19, -55, 1800, 30
786, B, X, p3, w, 46, 66, 400, 17
787, C, Y, p3, b, 4, -33, 700, 54
788, C, Y, p3, l, 34, 55, 1500, 14
789, C, X, p2, w, 9, 0, 1400, 60
790, A, Y, lri, w, 39, 66, 1500, 48
791, A, Y, lri, a, 12, 55, 100, 57
792, B, Y, p1, l, 15, 33, 1800, 120
793, A, X, p1, l, 34, 99, 700, 14
794, C, X, psi, l, 30, 77, 900, 80
795, C, X, p2, w, 7, 0, 1000, 28
796, C, X, p2, a, 5, -44, 500, 95
797, A, Y, p1, b, 6, -22, 1500, 36
798, C, Y, p2, b, 20, 110, 1600, 160
799, B, Y, p1, l, 7, -22, 1500, 144
800, A, Y, lri, w, 49, 77, 900, 57
801, C, X, lri, l, 28, -33, 1200, 42
802, A, Y, psi, l, 18, 77, 200, 16
803, A, X, p1, b, 35, 22, 1500, 190
804, A, X, p3, a, 33, 55, 800, 36
805, C, X, p3, w, 41, 11, 1500, 34
806, C, Y, p2, w, 21, 77, 100, 56
807, A, X, psi, a, 13, 33, 900, 126
808, C, X, lri, w, 25, -55, 100, 96
809, C, X, p2, l, 32, -11, 900, 72
810, C, Y, p3, b, 41, 44, 100, 119
811, C, Y, p1, w, 12, 22, 500, 160
812, C, Y, p1, b, 4, 66, 1000, 63
813, C, X, lri, b, 28, -44, 200, 7
814, B, Y, lri, l, 25, 22, 400, 64
815, C, X, p2, w, 3, 22, 2000, 70
816, B, X, lri, a, 49, 55, 900, 16
817, A, Y, p1, a, 47, 55, 1400, 45
818, C, Y, p1, a, 12, -11, 1700, 119
819, C, Y, p2, b, 3, -11, 800, 32
820, C, X, psi, a, 23, -55, 800, 72
821, B, Y, psi, a, 3, 44, 2000, 60
822, B, Y, p3, a, 7, 22, 500, 40
823, C, Y, lri, l, 11, 66, 900, 152
824, B, Y, p2, a, 2, 66, 2000, 34
825, B, X, p1, l, 46, 22, 1200, 64
826, C, Y, p1, l, 2, 33, 900, 48
827, B, Y, p3, a, 29, 99, 2000, 99
828, C, X, lri, b, 25, 88, 1500, 90
829, A, X, p3, a, 31, -11, 1300, 15
830, C, X, p3, b, 24, 66, 1800, 45
831, C, X, lri, b, 40, 77, 500, 102
832, C, X, p1, w, 17, 22, 1800, 102
833, B, X, p3, b, 18, 55, 900, 70
834, A, Y, p1, a, 42, 88, 300, 28
835, C, Y, p1, l, 36, 99, 700, 72
836, A, X, p3, w, 22, 77, 1300, 17
837, C, Y, p1, b, 36, 77, 1300, 80
838, C, Y, p1, a, 4, -33, 700, 180
839, A, X, p2, w, 46, 0, 1100, 30
840, C, Y, lri, l, 8, 55, 100, 96
841, B, X, lri, l, 47, -55, 1700, 6
842, B, Y, p3, b, 6, -44, 1400, 108
843, B, X, lri, l, 5, 33, 600, 114
844, C, Y, p1, l, 8, 11, 1300, 63
845, A, X, lri, b, 44, -22, 1700, 40
846, A, Y, lri, b, 11, -44, 1600, 13
847, C, X, p3, b, 18, 99, 1800, 60
848, B, Y, p1, w, 43, 44, 1600, 28
849, A, X, lri, b, 31, 11, 400, 171
850, B, X, psi, w, 4, -33, 100, 11
851, C, X, lri, l, 37, 33, 400, 40
852, A, X, p2, l, 49, 11, 1900, 128
853, B, Y, lri, a, 37, 22, 1700, 12
854, A, X, psi, w, 29, 44, 800, 48
855, B, X, p2, l, 30, 99, 1000, 136
856, A, Y, p3, w, 20, 99, 1800, 45
857, B, Y, p3, a, 49, 88, 1200, 144
858, B, Y, p2, a, 20, -33, 2000, 72
859, A, Y, psi, a, 18, 77, 100, 20
860, C, Y, lri, b, 1, 88, 300, 6
861, A, Y, psi, b, 28, -44, 300, 51
862, B, X, p3, l, 33, 66, 2000, 27
863, C, Y, p1, l, 4, 22, 1600, 72
864, B, Y, p2, w, 16, -55, 1400, 18
865, A, X, p2, b, 47, 55, 600, 98
866, B, Y, psi, l, 29, 99, 1000, 32
867, C, Y, p1, l, 34, 55, 900, 12
868, A, X, p2, a, 12, 99, 1800, 36
869, B, X, lri, w, 12, -11, 900, 126
870, C, X, p2, b, 39, -44, 400, 32
871, B, X, lri, l, 31, 11, 1500, 65
872, C, Y, p3, l, 35, 110, 600, 11
873, B, X, lri, w, 40, 33, 700, 66
874, B, Y, p3, w, 50, 0, 200, 112
875, A, X, lri, l, 19, -33, 200, 36
876, B, Y, p2, l, 18, -11, 2000, 33
877, A, X, psi, a, 19, -11, 1200, 56
878, B, X, p1, w, 30, 55, 500, 68
879, A, X, lri, l, 33, -11, 1000, 144
880, C, X, p2, w, 8, 33, 1300, 112
881, A, Y, p2, b, 33, -55, 800, 114
882, B, X, p3, w, 45, 11, 700, 63
883, C, Y, psi, a, 33, 0, 300, 75
884, C, Y, p1, b, 2, 110, 1800, 108
885, A, Y, psi, b, 20, 66, 400, 120
886, A, Y, p3, b, 9, 0, 1300, 190
887, C, X, lri, l, 49, 88, 500, 88
888, B, Y, lri, a, 34, 55, 1400, 38
889, B, Y, psi, w, 27, 88, 100, 8
890, B, X, lri, w, 14, 22, 200, 38
891, C, Y, p1, a, 24, 55, 200, 170
892, B, X, p2, w, 50, 55, 600, 70
893, A, X, psi, l, 50, 22, 400, 51
894, B, X, p1, l, 15, 88, 900, 133
895, A, Y, lri, b, 17, 22, 1100, 90
896, C, X, lri, w, 9, 0, 200, 65
897, C, X, p2, b, 45, 110, 1500, 16
898, A, X, lri, b, 31, 77, 900, 30
899, A, Y, p3, w, 36, -11, 600, 13
900, C, X, p1, l, 35, 110, 800, 49
901, C, X, psi, l, 32, 44, 1800, 72
902, A, Y, lri, l, 16, 88, 1300, 18
903, C, Y, p3, l, 11, -33, 800, 70
904, C, Y, p1, a, 5, 77, 1700, 7
905, B, X, psi, a, 36, 55, 1900, 112
906, A, Y, lri, a, 26, -33, 500, 70
907, C, Y, p2, b, 13, -44, 100, 170
908, C, Y, psi, l, 16, 55, 400, 56
909, C, Y, p2, a, 11, 33, 800, 19
910, B, X, p2, l, 28, 33, 400, 13
911, C, X, p2, w, 39, 11, 300, 135
912, B, X, p3, w, 1, 99, 1800, 112
913, C, Y, p2, l, 44, 33, 100, 96
914, B, X, p3, a, 50, 0, 1700, 91
915, C, Y, p2, b, 47, 55, 1800, 170
916, B, X, psi, l, 40, -44, 700, 60
917, A, Y, psi, w, 36, -44, 200, 8
918, A, Y, lri, b, 36, -55, 100, 30
919, B, X, p1, w, 6, 33, 800, 35
920, A, Y, p2, w, 47, 88, 1900, 120
921, A, X, p3, w, 37, 66, 300, 42
922, C, Y, lri, w, 28, -55, 1500, 57
923, B, X, psi, w, 16, 11, 1100, 20
924, C, X, p3, b, 26, 77, 1300, 48
925, C, X, lri, l, 50, 33, 1400, 10
926, A, Y, p3, b, 47, 77, 1800, 72
927, B, Y, lri, b, 30, 77, 2000, 114
928, C, X, p2, b, 22, -55, 100, 22
929, C, X, lri, w, 26, 0, 600, 75
930, A, X, p2, l, 10, -11, 500, 45
931, A, X, p3, l, 48, 0, 1800, 12
932, A, Y, p2, w, 9, 99, 1400, 81
933, B, X, lri, a, 19, -11, 2000, 75
934, C, Y, lri, b, 39, 11, 800, 112
935, B, Y, psi, w, 44, -11, 1100, 114
936, C, X, p1, l, 6, 88, 1400, 16
937, C, Y, p2, l, 14, -11, 1700, 28
938, B, Y, p3, w, 30, 77, 900, 42
939, B, X, psi, w, 46, 66, 800, 19
940, A, X, psi, a, 40, 99, 200, 38
941, A, Y, psi, l, 24, -55, 1000, 80
942, B, Y, p3, w, 50, 22, 1100, 36
943, C, X, lri, w, 35, -22, 300, 56
944, A, Y, p1, b, 41, 33, 1000, 15
945, C, X, lri, l, 20, -44, 400, 28
946, B, X, lri, a, 38, 55, 1000, 110
947, B, X, psi, b, 19, 99, 800, 52
948, B, Y, p2, l, 36, 77, 1300, 39
949, B, X, p2, a, 18, 33, 700, 20
950, A, X, lri, b, 1, -22, 1000, 56
951, A, X, p1, w, 42, 11, 1300, 70
952, C, X, p2, w, 2, 22, 1700, 14
953, A, Y, lri, w, 47, 0, 1900, 36
954, B, Y, p3, a, 6, -33, 1200, 56
955, A, Y, p2, b, 46, -55, 600, 72
956, C, Y, lri, w, 6, 77, 1300, 34
957, B, X, p2, b, 14, 99, 2000, 120
958, C, X, lri, a, 31, 110, 1200, 99
959, B, X, p2, b, 27, 55, 500, 42
960, B, Y, psi, w, 43, -22, 1600, 81
961, B, Y, p1, l, 38, 77, 1400, 55
962, B, X, psi, w, 44, 33, 900, 45
963, A, X, p1, a, 2, 66, 1200, 133
964, B, Y, p3, l, 45, 33, 1000, 133
965, C, X, p1, w, 10, 55, 1000, 36
966, C, Y, p2, w, 46, 0, 200, 18
967, A, X, psi, b, 15, 11, 100, 57
968, A, X, p2, l, 36, 99, 400, 80
969, B, Y, lri, l, 40, -44, 1100, 84
970, C, Y, p3, w, 25, 0, 500, 45
971, A, X, lri, b, 41, 44, 1900, 28
972, B, Y, psi, l, 20, -22, 1900, 44
973, C, X, p1, w, 13, 0, 1300, 12
974, B, X, p3, w, 18, 99, 1100, 68
975, B, X, psi, b, 21, 11, 1500, 35
976, B, Y, p1, b, 27, 0, 700, 48
977, C, X, p2, a, 41, 99, 200, 40
978, A, Y, p3, w, 33, 22, 500, 96
979, A, Y, psi, w, 2, -22, 1200, 100
980, B, Y, p1, w, 3, 44, 600, 52
981, B, X, p2, a, 40, -44, 1100, 63
982, A, X, psi, l, 46, 33, 900, 16
983, B, Y, p3, l, 35, 77, 1900, 45
984, C, X, psi, b, 39, -33, 1000, 95
985, B, Y, psi, a, 44, 33, 2000, 49
986, C, X, lri, b, 17, 66, 1000, 60
987, C, Y, p2, l, 7, 22, 200, 6
988, A, Y, p1, w, 8, 0, 2000, 36
989, C, X, p1, b, 31, -11, 800, 38
990, C, Y, p1, b, 14, -22, 1800, 90
991, C, X, psi, l, 35, 99, 1400, 26
992, A, Y, psi, w, 9, 99, 1600, 136
993, A, Y, p3, w, 29, 66, 500, 72
994, B, Y, p3, a, 6, 88, 1300, 96
995, A, X, p1, a, 32, -55, 1800, 48
996, C, Y, p1, l, 47, -11, 1100, 96
997, B, X, psi, a, 43, -33, 900, 16
998, A, Y, lri, l, 5, -22, 600, 128
999, A, Y, psi, w, 18, 11, 500, 114
1000, B, X, p3, b, 28, -33, 900, 60
1001, B, X, psi, b, 10, 99, 200, 170
1002, C, X, p1, a, 22, -11, 800, 16
1003, C, Y, p2, a, 35, 33, 200, 52
1004, A, Y, p2, w, 47, 66, 1000, 60
1005, C, X, p2, a, 19, 110, 1400, 56
1006, C, X, psi, w, 12, -55, 900, 160
1007, C, Y, psi, a, 41, 22, 2000, 9
1008, A, X, lri, l, 4, 22, 600, 54
1009, C, X, psi, a, 38, 77, 700, 54
1010, C, Y, lri, b, 47, 11, 1600, 21
1011, A, Y, psi, a, 8, -22, 300, 162
1012, B, X, p1, w, 39, 33, 400, 180
1013, A, X, lri, w, 26, 88, 1400, 80
1014, B, X, psi, b, 47, 66, 800, 70
1015, A, X, lri, w, 30, 11, 1100, 117
1016, C, X, p3, w, 46, -44, 1400, 110
1017, C, Y, p2, l, 35, 110, 500, 75
1018, C, Y, p2, b, 45, -33, 1600, 81
1019, C, X, p3, b, 15, 55, 1300, 153
1020, A, X, p1, w, 29, -33, 1100, 14
1021, B, Y, lri, a, 46, -55, 2000, 52
1022, B, Y, lri, l, 45, 110, 800, 42
1023, A, X, p3, l, 22, 99, 500, 170
1024, B, Y, p1, b, 6, -33, 700, 24
1025, A, X, p2, b, 25, 11, 1300, 64
1026, A, Y, p3, a, 38, 77, 1400, 42
1027, C, Y, p2, w, 40, 110, 1000, 160
1028, C, X, p3, w, 5, 0, 1100, 55
1029, B, Y, psi, a, 32, -33, 1800, 56
1030, C, Y, p3, b, 28, -22, 2000, 114
1031, B, X, p2, b, 50, -44, 1600, 24
1032, A, Y, psi, w, 2, 33, 800, 84
1033, A, Y, lri, b, 11, 33, 100, 18
1034, C, X, p2, l, 34, -33, 800, 60
1035, A, Y, lri, a, 30, 33, 1300, 117
1036, A, Y, p3, w, 26, 11, 600, 24
1037, A, Y, p2, l, 11, -33, 2000, 14
1038, A, Y, psi, w, 43, 77, 1900, 96
1039, A, Y, psi, b, 31, 110, 900, 91
1040, B, Y, p1, b, 3, 77, 500, 56
1041, C, Y, p2, l, 29, -11, 800, 40
1042, C, X, p2, w, 28, 44, 200, 117
1043, A, X, psi, a, 37, 0, 900, 28
1044, B, X, p1, w, 49, 66, 600, 80
1045, C, Y, p2, b, 6, 99, 1100, 60
1046, B, X, p1, l, 19, 88, 500, 162
1047, B, Y, p1, w, 6, -22, 200, 14
1048, A, Y, p3, b, 29, -44, 1100, 63
1049, C, Y, p3, w, 27, -44, 1800, 33
1050, B, Y, lri, a, 12, 77, 700, 18
1051, A, Y, lri, l, 22, 55, 800, 75
1052, C, Y, p2, l, 40, 11, 1000, 96
1053, B, X, p1, w, 24, 22, 1600, 15
1054, B, X, p1, b, 46, -55, 1200, 15
1055, B, Y, p2, w, 45, -22, 1300, 44
1056, A, X, lri, b, 11, -33, 2000, 34
1057, C, X, p3, l, 43, 110, 300, 91
1058, A, X, lri, b, 14, 88, 300, 40
1059, C, X, p2, b, 39, 66, 600, 33
1060, B, Y, lri, w, 17, 22, 300, 108
1061, A, Y, p2, a, 35, 22, 1600, 60
1062, A, X, p1, b, 32, 0, 300, 48
1063, C, X, psi, w, 50, 99, 1500, 8
1064, A, X, psi, w, 32, -55, 1300, 7
1065, C, Y, lri, b, 35, -33, 1800, 48
1066, A, X, p1, a, 24, 22, 1000, 60
1067, A, X, psi, b, 12, -33, 1100, 135
1068, C, X, psi, l, 40, 22, 200, 140
1069, C, Y, p2, w, 46, -11, 1300, 24
1070, B, Y, p3, w, 15, -44, 200, 49
1071, B, X, lri, a, 14, 33, 700, 34
1072, B, X, p1, a, 18, 22, 1900, 30
1073, A, Y, p1, b, 2, 110, 1200, 24
1074, A, Y, p1, a, 21, 33, 1600, 36
1075, C, X, psi, a, 27, 33, 1500, 88
1076, B, Y, lri, a, 31, 22, 600, 72
1077, C, Y, p3, l, 39, 99, 1200, 90
1078, C, X, p2, a, 5, 66, 100, 72
1079, C, X, p1, l, 46, 22, 200, 72
1080, B, Y, p2, a, 15, 33, 1600, 56
1081, A, X, lri, b, 11, -11, 400, 64
1082, C, X, p3, w, 45, 0, 1000, 85
1083, B, X, p1, w, 38, 0, 100, 72
1084, A, X, p2, b, 30, -33, 1100, 77
1085, B, Y, p2, b, 45, 77, 400, 12
1086, A, Y, lri, l, 33, 22, 1900, 80
1087, B, X, psi, b, 6, -33, 100, 152
1088, A, Y, p2, w, 22, 110, 200, 120
1089, A, Y, p1, b, 31, 77, 1300, 72
1090, A, X, lri, b, 6, -11, 2000, 72
1091, C, Y, p1, b, 13, -55, 800, 24
1092, B, Y, p1, a, 25, -55, 800, 60
1093, C, Y, psi, l, 47, -33, 1600, 56
1094, B, X, p3, b, 14, 33, 2000, 81
1095, C, X, p1, w, 27, 11, 1500, 16
1096, A, X, lri, a, 14, 0, 200, 70
1097, C, X, psi, a, 1, -44, 800, 91
1098, C, X, psi, l, 18, 55, 1900, 45
1099, C, Y, lri, a, 27, 88, 1800, 9
1100, C, X, p3, a, 28, -11, 600, 22
1101, C, Y, psi, a, 33, 88, 600, 130
1102, B, X, p2, l, 33, 88, 2000, 105
1103, A, Y, p2, a, 20, 77, 600, 112
1104, A, X, p2, a, 48, -55, 900, 120
1105, C, Y, p3, b, 34, 99, 700, 6
1106, C, Y, psi, a, 7, 88, 2000, 33
1107, C, X, lri, b, 7, 11, 600, 22
1108, B, X, psi, a, 25, -22, 400, 70
1109, B, X, lri, l, 20, 33, 1900, 72
1110, A, X, psi, a, 38, 33, 1800, 76
1111, C, Y, p2, w, 32, 55, 700, 140
1112, C, Y, p1, w, 15, 33, 1500, 96
1113, A, X, psi, a, 45, -44, 300, 27
1114, B, Y, lri, a, 14, 11, 600, 18
1115, B, X, lri, w, 49, 33, 1100, 95
1116, A, X, p1, a, 28, 0, 700, 99
1117, B, X, p2, b, 43, 11, 1200, 75
1118, C, Y, p2, w, 4, 88, 1100, 120
1119, C, X, p3, w, 45, 110, 200, 42
1120, C, X, lri, b, 8, 110, 1700, 40
1121, C, Y, lri, l, 25, 33, 2000, 9
1122, B, X, lri, w, 13, -55, 1600, 50
1123, A, X, p2, b, 19, -55, 800, 60
1124, B, X, psi, b, 38, 22, 1400, 102
1125, C, Y, lri, a, 47, 33, 1200, 33
1126, B, Y, p1, b, 46, 99, 2000, 7
1127, A, X, lri, b, 42, -33, 1900, 12
1128, A, X, psi, w, 32, 55, 1800, 144
1129, C, X, p2, l, 3, -11, 400, 133
1130, C, Y, lri, a, 43, -44, 200, 95
1131, C, X, psi, b, 24, -44, 900, 42
1132, C, X, p1, b, 20, -11, 200, 136
1133, B, X, p1, l, 10, 99, 1800, 95
1134, C, X, p3, l, 40, -33, 1600, 150
1135, C, X, p1, l, 25, 22, 1800, 20
1136, A, X, p1, b, 40, -55, 1800, 96
1137, A, Y, p2, a, 23, 88, 900, 70
1138, B, X, lri, b, 24, -11, 200, 48
1139, B, X, lri, b, 25, 22, 1300, 42
1140, A, Y, p3, w, 32, 44, 700, 108
1141, C, Y, p2, b, 39, -44, 1000, 136
1142, C, Y, lri, w, 33, 88, 1600, 57
1143, B, Y, p1, l, 10, 66, 1500, 18
1144, B, X, p1, l, 20, 66, 300, 39
1145, A, Y, p3, w, 25, 66, 500, 84
1146, B, X, psi, w, 30, 33, 1000, 24
1147, B, X, psi, l, 30, -11, 1000, 8
1148, C, X, lri, w, 33, 11, 800, 52
1149, A, Y, p2, b, 36, 0, 900, 171
1150, A, X, lri, b, 6, -11, 200, 170
1151, B, X, p2, w, 24, 0, 1400, 16
1152, C, Y, p2, w, 37, -55, 400, 72
1153, C, Y, psi, l, 22, 33, 2000, 55
1154, B, Y, p2, b, 17, 11, 1400, 63
1155, B, X, p2, l, 19, 33, 1900, 153
